userId,eventType,packageId,sessionTime,paid,sessionDuration,timestamp,query_text,filters,resultsCount,rating,review_text,educatorId,messageCount,lastMessageAt
user_00821,view,pkg_0356,41.9,0.0,,2025-06-30T21:25:02.616168,,,,,,,,
user_00339,start_booking,pkg_0305,42.9,0.0,45.0,2025-07-16T22:27:47.646170,,,,,,,,
user_00144,message,,,,,2025-07-09T22:24:40.111731,,,,,,educ_0028,4.0,2025-07-09T22:24:40.111731
user_00812,view,pkg_0161,25.2,0.0,,2025-11-02T08:06:59.417083,,,,,,,,
user_00712,view,pkg_0019,7.3,0.0,,2025-11-21T02:21:41.086184,,,,,,,,
user_00117,view,pkg_0136,56.5,0.0,,2025-06-08T21:43:52.707133,,,,,,,,
user_00812,view,pkg_0057,47.1,0.0,,2025-07-15T00:55:53.214788,,,,,,,,
user_00111,view,pkg_0490,39.9,0.0,,2025-07-10T18:21:36.086738,,,,,,,,
user_00490,click,pkg_0167,6.6,0.0,,2025-10-09T07:03:54.789704,,,,,,,,
user_00753,view,pkg_0465,58.8,0.0,,2025-11-05T12:04:47.144035,,,,,,,,
user_00665,view,pkg_0152,20.6,0.0,,2025-10-01T01:45:34.148613,,,,,,,,
user_00571,click,pkg_0190,25.3,0.0,,2025-07-09T22:27:37.525730,,,,,,,,
user_00831,message,,,,,2025-09-07T19:06:59.667586,,,,,,educ_0071,6.0,2025-09-07T19:06:59.667586
user_00341,view,pkg_0473,48.6,0.0,,2025-08-24T16:03:19.140710,,,,,,,,
user_00238,click,pkg_0296,44.8,0.0,,2025-08-22T22:59:33.780409,,,,,,,,
user_00064,view,pkg_0356,45.8,0.0,,2025-10-21T11:50:40.166026,,,,,,,,
user_00251,view,pkg_0486,57.8,0.0,,2025-08-02T18:11:03.603346,,,,,,,,
user_00912,message,,,,,2025-05-30T07:20:00.291924,,,,,,educ_0129,1.0,2025-05-30T07:20:00.291924
user_00578,view,pkg_0054,30.2,0.0,,2025-11-13T17:02:02.129915,,,,,,,,
user_00621,search,,,,,2025-09-19T22:39:52.485107,math tutoring,"{""subject"": ""Programming"", ""level"": ""Advanced"", ""language"": ""en"", ""priceRange"": ""20-50""}",9.0,,,,,
user_00058,view,pkg_0235,29.0,0.0,,2025-10-26T04:28:17.695869,,,,,,,,
user_00488,message,,,,,2025-11-06T20:09:06.003106,,,,,,educ_0030,6.0,2025-11-06T20:09:06.003106
user_00199,click,pkg_0380,37.8,0.0,,2025-10-09T22:23:48.835443,,,,,,,,
user_00592,message,,,,,2025-10-14T19:35:40.937586,,,,,,educ_0110,3.0,2025-10-14T19:35:40.937586
user_00230,search,,,,,2025-06-10T17:05:28.142196,math tutoring,"{""subject"": ""Mathematics"", ""level"": ""Advanced"", ""language"": ""si"", ""priceRange"": ""20-50""}",130.0,,,,,
user_00239,click,pkg_0400,8.0,0.0,,2025-08-14T12:23:23.067250,,,,,,,,
user_00293,click,pkg_0405,14.2,0.0,,2025-07-24T07:32:16.146416,,,,,,,,
user_00561,message,,,,,2025-06-06T14:38:48.082130,,,,,,educ_0187,6.0,2025-06-06T14:38:48.082130
user_00531,booking,pkg_0086,28.2,1.0,120.0,2025-10-07T18:28:27.525663,,,,,,,,
user_00567,search,,,,,2025-07-18T01:15:04.648231,english conversation,"{""subject"": ""Economics"", ""level"": ""Advanced"", ""language"": ""ta"", ""priceRange"": ""20-50""}",189.0,,,,,
user_00903,view,pkg_0420,43.1,0.0,,2025-08-08T13:54:40.207369,,,,,,,,
user_00020,click,pkg_0080,43.2,0.0,,2025-11-02T16:24:08.727326,,,,,,,,
user_00264,message,,,,,2025-11-22T06:53:01.165259,,,,,,educ_0029,4.0,2025-11-22T06:53:01.165259
user_00564,view,pkg_0008,29.3,0.0,,2025-07-10T20:03:49.230074,,,,,,,,
user_00830,click,pkg_0240,30.2,0.0,,2025-09-12T17:27:33.274728,,,,,,,,
user_00889,search,,,,,2025-08-12T11:45:07.534840,programming basics,"{""subject"": ""Economics"", ""level"": ""Intermediate"", ""language"": ""si"", ""priceRange"": ""100+""}",133.0,,,,,
user_00063,click,pkg_0458,27.1,0.0,,2025-06-20T13:37:42.631127,,,,,,,,
user_00737,search,,,,,2025-09-19T12:16:35.315296,physics lessons,"{""subject"": ""Mathematics"", ""level"": ""Beginner"", ""language"": ""ta"", ""priceRange"": ""20-50""}",126.0,,,,,
user_00077,click,pkg_0374,44.4,0.0,,2025-11-11T17:39:52.903508,,,,,,,,
user_00556,view,pkg_0194,21.8,0.0,,2025-10-16T09:18:12.896807,,,,,,,,
user_00484,message,,,,,2025-09-07T12:00:40.099027,,,,,,educ_0144,4.0,2025-09-07T12:00:40.099027
user_00597,view,pkg_0069,35.6,0.0,,2025-11-04T16:10:18.681460,,,,,,,,
user_00370,view,pkg_0430,26.9,0.0,,2025-08-02T01:43:26.952742,,,,,,,,
user_00019,search,,,,,2025-09-12T21:59:20.002384,design portfolio,"{""subject"": ""Mathematics"", ""level"": ""Advanced"", ""language"": ""de"", ""priceRange"": ""0-20""}",179.0,,,,,
user_00122,view,pkg_0249,53.0,0.0,,2025-09-28T14:18:27.285939,,,,,,,,
user_00106,view,pkg_0371,57.2,0.0,,2025-06-02T19:01:30.760035,,,,,,,,
user_00483,start_booking,pkg_0500,35.1,0.0,60.0,2025-06-05T22:28:30.939736,,,,,,,,
user_00750,view,pkg_0212,9.6,0.0,,2025-08-03T04:57:05.887857,,,,,,,,
user_00055,view,pkg_0027,42.2,0.0,,2025-06-07T09:27:12.418963,,,,,,,,
user_00053,start_booking,pkg_0372,14.7,0.0,60.0,2025-08-24T07:31:48.010509,,,,,,,,
user_00050,view,pkg_0352,46.9,0.0,,2025-09-23T12:27:45.494521,,,,,,,,
user_00642,view,pkg_0007,59.4,0.0,,2025-09-26T06:56:32.762708,,,,,,,,
user_00177,click,pkg_0138,40.7,0.0,,2025-11-02T00:30:48.647417,,,,,,,,
user_00691,click,pkg_0445,38.0,0.0,,2025-09-23T14:50:58.556838,,,,,,,,
user_00330,view,pkg_0131,50.7,0.0,,2025-10-08T09:47:10.073224,,,,,,,,
user_00172,view,pkg_0343,40.7,0.0,,2025-08-03T22:53:34.051933,,,,,,,,
user_00058,view,pkg_0226,21.0,0.0,,2025-08-07T03:33:15.381770,,,,,,,,
user_00964,click,pkg_0123,30.2,0.0,,2025-09-25T23:40:10.486699,,,,,,,,
user_00800,message,,,,,2025-10-12T05:21:17.165994,,,,,,educ_0199,4.0,2025-10-12T05:21:17.165994
user_00760,view,pkg_0274,11.3,0.0,,2025-10-14T20:17:53.526627,,,,,,,,
user_00693,message,,,,,2025-10-11T07:38:38.182899,,,,,,educ_0053,4.0,2025-10-11T07:38:38.182899
user_00786,search,,,,,2025-10-16T18:16:37.047372,english conversation,"{""subject"": ""Economics"", ""level"": ""Intermediate"", ""language"": ""fr"", ""priceRange"": ""100+""}",132.0,,,,,
user_00522,search,,,,,2025-07-14T23:03:11.924559,programming basics,"{""subject"": ""Programming"", ""level"": ""Advanced"", ""language"": ""de"", ""priceRange"": ""20-50""}",72.0,,,,,
user_00753,search,,,,,2025-07-29T11:23:08.154357,math tutoring,"{""subject"": ""History"", ""level"": ""Advanced"", ""language"": ""fr"", ""priceRange"": ""100+""}",53.0,,,,,
user_00188,view,pkg_0378,37.5,0.0,,2025-10-11T05:20:20.701956,,,,,,,,
user_00100,message,,,,,2025-06-12T11:45:10.134263,,,,,,educ_0001,6.0,2025-06-12T11:45:10.134263
user_00883,search,,,,,2025-08-30T19:17:27.723994,design portfolio,"{""subject"": ""History"", ""level"": ""Advanced"", ""language"": ""es"", ""priceRange"": ""50-100""}",152.0,,,,,
user_00228,start_booking,pkg_0061,32.5,0.0,45.0,2025-06-09T08:03:47.507135,,,,,,,,
user_00054,start_booking,pkg_0355,56.5,0.0,120.0,2025-08-16T15:19:57.462699,,,,,,,,
user_00009,rating,pkg_0136,,,,2025-06-02T13:36:13.566641,,,,4.1,Very helpful,,,
user_00355,view,pkg_0005,23.4,0.0,,2025-11-13T13:59:42.209616,,,,,,,,
user_00340,view,pkg_0472,48.5,0.0,,2025-10-22T18:38:07.299611,,,,,,,,
user_00886,search,,,,,2025-09-13T22:57:13.594423,physics lessons,"{""subject"": ""English"", ""level"": ""Advanced"", ""language"": ""es"", ""priceRange"": ""50-100""}",114.0,,,,,
user_00313,view,pkg_0491,10.7,0.0,,2025-07-18T20:37:20.148246,,,,,,,,
user_00739,view,pkg_0042,19.4,0.0,,2025-07-11T01:53:18.485084,,,,,,,,
user_00081,view,pkg_0177,49.0,0.0,,2025-08-24T14:14:43.239643,,,,,,,,
user_00637,booking,pkg_0318,55.6,1.0,120.0,2025-06-28T05:52:41.183520,,,,,,,,
user_00665,view,pkg_0482,30.9,0.0,,2025-09-09T21:58:50.406417,,,,,,,,
user_00301,view,pkg_0495,8.8,0.0,,2025-08-27T09:43:04.939067,,,,,,,,
user_00285,search,,,,,2025-11-08T09:50:21.480155,design portfolio,"{""subject"": ""Biology"", ""level"": ""Intermediate"", ""language"": ""en"", ""priceRange"": ""50-100""}",154.0,,,,,
user_00446,view,pkg_0358,37.0,0.0,,2025-08-16T13:22:27.074085,,,,,,,,
user_00258,view,pkg_0079,51.2,0.0,,2025-07-10T16:33:09.527723,,,,,,,,
user_00862,message,,,,,2025-07-17T01:37:51.291864,,,,,,educ_0199,6.0,2025-07-17T01:37:51.291864
user_00808,click,pkg_0185,27.5,0.0,,2025-08-08T10:26:25.244183,,,,,,,,
user_00823,view,pkg_0445,54.3,0.0,,2025-09-30T21:04:24.505449,,,,,,,,
user_00990,message,,,,,2025-08-18T15:34:33.347144,,,,,,educ_0189,3.0,2025-08-18T15:34:33.347144
user_00531,search,,,,,2025-07-22T08:33:49.473161,math tutoring,"{""subject"": ""Chemistry"", ""level"": ""Advanced"", ""language"": ""si"", ""priceRange"": ""100+""}",162.0,,,,,
user_00946,view,pkg_0492,42.1,0.0,,2025-07-10T02:21:48.044152,,,,,,,,
user_00828,message,,,,,2025-09-21T02:01:25.998617,,,,,,educ_0158,5.0,2025-09-21T02:01:25.998617
user_00424,click,pkg_0215,15.3,0.0,,2025-06-24T16:20:46.644916,,,,,,,,
user_00065,click,pkg_0279,43.4,0.0,,2025-06-14T18:46:36.418973,,,,,,,,
user_00504,view,pkg_0464,26.7,0.0,,2025-06-29T14:48:44.407144,,,,,,,,
user_00080,view,pkg_0263,27.1,0.0,,2025-11-01T08:08:24.717868,,,,,,,,
user_00238,view,pkg_0268,56.2,0.0,,2025-07-24T18:19:39.847330,,,,,,,,
user_00170,click,pkg_0072,9.2,0.0,,2025-09-02T22:18:25.713116,,,,,,,,
user_00176,message,,,,,2025-08-28T23:13:57.786335,,,,,,educ_0101,1.0,2025-08-28T23:13:57.786335
user_00934,message,,,,,2025-10-23T23:56:41.617722,,,,,,educ_0034,6.0,2025-10-23T23:56:41.617722
user_00621,view,pkg_0355,51.2,0.0,,2025-07-21T14:20:42.543165,,,,,,,,
user_00294,view,pkg_0041,41.8,0.0,,2025-06-01T20:47:34.332796,,,,,,,,
user_00860,click,pkg_0047,48.6,0.0,,2025-10-20T09:07:53.329492,,,,,,,,
user_00773,rating,pkg_0107,,,,2025-07-03T02:53:28.297492,,,,2.3,Excellent,,,
user_00968,view,pkg_0476,53.0,0.0,,2025-08-13T02:10:46.379154,,,,,,,,
user_00493,view,pkg_0096,30.9,0.0,,2025-06-20T16:32:54.305817,,,,,,,,
user_00542,view,pkg_0077,5.3,0.0,,2025-08-02T10:19:24.137878,,,,,,,,
user_00935,view,pkg_0497,9.4,0.0,,2025-09-05T01:11:32.111557,,,,,,,,
user_00762,search,,,,,2025-06-28T12:40:19.483800,english conversation,"{""subject"": ""Programming"", ""level"": ""Advanced"", ""language"": ""es"", ""priceRange"": ""50-100""}",122.0,,,,,
user_00249,view,pkg_0440,49.2,0.0,,2025-08-10T23:24:37.932801,,,,,,,,
user_00860,view,pkg_0131,23.2,0.0,,2025-09-19T23:25:05.327605,,,,,,,,
user_00348,view,pkg_0483,11.9,0.0,,2025-09-30T17:32:26.855566,,,,,,,,
user_00474,view,pkg_0282,23.9,0.0,,2025-09-18T13:00:00.387797,,,,,,,,
user_00947,start_booking,pkg_0404,19.0,0.0,45.0,2025-11-08T08:30:59.597981,,,,,,,,
user_00340,view,pkg_0297,48.8,0.0,,2025-07-17T21:44:27.554827,,,,,,,,
user_00914,message,,,,,2025-08-16T17:42:37.580922,,,,,,educ_0186,4.0,2025-08-16T17:42:37.580922
user_00489,message,,,,,2025-08-31T22:11:30.386822,,,,,,educ_0009,5.0,2025-08-31T22:11:30.386822
user_00432,click,pkg_0120,34.0,0.0,,2025-10-29T04:36:48.021561,,,,,,,,
user_00862,click,pkg_0153,58.0,0.0,,2025-10-30T21:17:51.635352,,,,,,,,
user_00286,view,pkg_0256,46.0,0.0,,2025-11-09T10:24:56.735192,,,,,,,,
user_00213,view,pkg_0146,34.9,0.0,,2025-06-28T04:14:21.526711,,,,,,,,
user_00339,view,pkg_0006,41.3,0.0,,2025-08-18T15:57:54.517372,,,,,,,,
user_00434,message,,,,,2025-07-08T21:27:17.972924,,,,,,educ_0002,5.0,2025-07-08T21:27:17.972924
user_00694,booking,pkg_0250,27.7,1.0,120.0,2025-11-15T06:04:24.484383,,,,,,,,
user_00609,view,pkg_0116,52.3,0.0,,2025-06-06T00:12:28.788500,,,,,,,,
user_00251,view,pkg_0047,52.7,0.0,,2025-05-31T13:22:42.295225,,,,,,,,
user_00385,view,pkg_0165,54.0,0.0,,2025-07-05T21:06:47.992440,,,,,,,,
user_00562,click,pkg_0485,11.4,0.0,,2025-06-09T09:32:53.339188,,,,,,,,
user_00839,view,pkg_0167,27.2,0.0,,2025-08-17T08:03:09.756687,,,,,,,,
user_00022,view,pkg_0037,59.9,0.0,,2025-09-21T18:59:29.948088,,,,,,,,
user_00949,view,pkg_0237,43.3,0.0,,2025-09-13T08:37:17.531889,,,,,,,,
user_00596,click,pkg_0291,23.9,0.0,,2025-07-19T10:32:17.191959,,,,,,,,
user_00584,view,pkg_0460,40.7,0.0,,2025-08-01T08:01:58.383538,,,,,,,,
user_00705,click,pkg_0227,11.3,0.0,,2025-06-20T01:29:51.247312,,,,,,,,
user_00527,view,pkg_0287,17.3,0.0,,2025-11-03T06:54:41.743927,,,,,,,,
user_00354,message,,,,,2025-09-27T12:06:56.299809,,,,,,educ_0144,1.0,2025-09-27T12:06:56.299809
user_00966,view,pkg_0397,46.8,0.0,,2025-09-24T03:12:18.949490,,,,,,,,
user_00404,click,pkg_0048,21.5,0.0,,2025-06-12T15:06:09.591908,,,,,,,,
user_00930,view,pkg_0031,49.2,0.0,,2025-07-18T16:46:18.213251,,,,,,,,
user_00042,click,pkg_0392,39.3,0.0,,2025-09-23T08:54:34.136193,,,,,,,,
user_00269,view,pkg_0154,57.3,0.0,,2025-05-31T14:12:30.328404,,,,,,,,
user_00194,start_booking,pkg_0371,56.5,0.0,45.0,2025-07-31T07:37:19.778032,,,,,,,,
user_00756,message,,,,,2025-10-31T13:36:27.253657,,,,,,educ_0002,2.0,2025-10-31T13:36:27.253657
user_00792,view,pkg_0295,18.8,0.0,,2025-07-18T04:31:02.296269,,,,,,,,
user_00181,click,pkg_0186,44.5,0.0,,2025-06-11T17:19:24.051784,,,,,,,,
user_00676,view,pkg_0363,6.5,0.0,,2025-08-20T14:58:13.963904,,,,,,,,
user_00948,start_booking,pkg_0410,55.1,0.0,45.0,2025-09-12T21:14:51.445655,,,,,,,,
user_00926,view,pkg_0489,58.2,0.0,,2025-07-19T16:29:53.665344,,,,,,,,
user_00117,view,pkg_0135,49.1,0.0,,2025-07-20T15:55:44.393390,,,,,,,,
user_00728,view,pkg_0355,14.7,0.0,,2025-06-07T19:18:12.801363,,,,,,,,
user_00473,view,pkg_0149,50.1,0.0,,2025-08-09T07:10:52.970284,,,,,,,,
user_00119,click,pkg_0453,43.3,0.0,,2025-06-23T03:18:12.045740,,,,,,,,
user_00209,view,pkg_0304,52.3,0.0,,2025-11-21T04:17:32.746148,,,,,,,,
user_00574,search,,,,,2025-09-15T10:26:12.885813,design portfolio,"{""subject"": ""Economics"", ""level"": ""Advanced"", ""language"": ""fr"", ""priceRange"": ""0-20""}",148.0,,,,,
user_00389,click,pkg_0060,50.3,0.0,,2025-07-19T22:55:51.638853,,,,,,,,
user_00111,click,pkg_0036,41.9,0.0,,2025-10-29T15:53:58.651452,,,,,,,,
user_00197,view,pkg_0049,29.3,0.0,,2025-11-16T12:27:49.616582,,,,,,,,
user_00156,view,pkg_0251,8.0,0.0,,2025-08-12T16:20:46.468264,,,,,,,,
user_00308,message,,,,,2025-10-02T00:02:43.487225,,,,,,educ_0038,4.0,2025-10-02T00:02:43.487225
user_00088,search,,,,,2025-09-21T20:34:45.210807,design portfolio,"{""subject"": ""Physics"", ""level"": ""Advanced"", ""language"": ""de"", ""priceRange"": ""50-100""}",9.0,,,,,
user_00329,start_booking,pkg_0401,13.7,0.0,45.0,2025-05-31T21:38:42.132363,,,,,,,,
user_00279,message,,,,,2025-07-13T00:41:39.079097,,,,,,educ_0141,4.0,2025-07-13T00:41:39.079097
user_00079,view,pkg_0030,50.5,0.0,,2025-08-28T11:08:57.323082,,,,,,,,
user_00508,view,pkg_0078,17.4,0.0,,2025-10-08T14:07:18.106315,,,,,,,,
user_00846,view,pkg_0428,15.8,0.0,,2025-10-07T16:46:18.623818,,,,,,,,
user_00510,message,,,,,2025-08-24T23:56:33.739408,,,,,,educ_0079,6.0,2025-08-24T23:56:33.739408
user_00774,view,pkg_0389,52.1,0.0,,2025-10-25T16:50:51.327699,,,,,,,,
user_00627,view,pkg_0446,30.4,0.0,,2025-10-12T03:49:47.978249,,,,,,,,
user_00014,view,pkg_0204,42.8,0.0,,2025-09-12T23:46:30.538066,,,,,,,,
user_00252,rating,pkg_0354,,,,2025-06-20T15:27:20.479405,,,,5.0,Excellent,,,
user_00061,search,,,,,2025-06-15T08:52:41.977085,math tutoring,"{""subject"": ""History"", ""level"": ""Intermediate"", ""language"": ""en"", ""priceRange"": ""50-100""}",167.0,,,,,
user_00050,view,pkg_0111,51.4,0.0,,2025-07-01T00:52:23.992491,,,,,,,,
user_00819,click,pkg_0151,20.7,0.0,,2025-07-26T13:00:55.728839,,,,,,,,
user_00713,view,pkg_0125,30.7,0.0,,2025-08-29T03:04:40.370344,,,,,,,,
user_00615,click,pkg_0269,51.8,0.0,,2025-10-25T01:20:27.032750,,,,,,,,
user_00333,message,,,,,2025-10-24T07:07:52.899736,,,,,,educ_0081,3.0,2025-10-24T07:07:52.899736
user_00761,view,pkg_0318,47.3,0.0,,2025-07-23T01:08:33.841357,,,,,,,,
user_00916,view,pkg_0471,22.1,0.0,,2025-08-10T00:07:18.716815,,,,,,,,
user_00883,view,pkg_0281,44.1,0.0,,2025-10-08T20:07:17.705831,,,,,,,,
user_00201,view,pkg_0488,18.2,0.0,,2025-09-05T03:11:45.870582,,,,,,,,
user_00018,search,,,,,2025-09-28T17:12:37.459988,english conversation,"{""subject"": ""Economics"", ""level"": ""Intermediate"", ""language"": ""de"", ""priceRange"": ""100+""}",70.0,,,,,
user_00530,view,pkg_0202,17.7,0.0,,2025-08-21T06:32:50.749841,,,,,,,,
user_00786,search,,,,,2025-06-02T09:44:41.828359,english conversation,"{""subject"": ""Programming"", ""level"": ""Beginner"", ""language"": ""fr"", ""priceRange"": ""100+""}",123.0,,,,,
user_00410,search,,,,,2025-07-12T13:43:14.536172,design portfolio,"{""subject"": ""Physics"", ""level"": ""Beginner"", ""language"": ""es"", ""priceRange"": ""50-100""}",64.0,,,,,
user_00819,search,,,,,2025-08-13T20:52:41.970832,programming basics,"{""subject"": ""Design"", ""level"": ""Beginner"", ""language"": ""en"", ""priceRange"": ""100+""}",137.0,,,,,
user_00391,search,,,,,2025-07-21T09:27:14.405660,physics lessons,"{""subject"": ""Physics"", ""level"": ""Beginner"", ""language"": ""fr"", ""priceRange"": ""20-50""}",102.0,,,,,
user_00767,click,pkg_0195,58.4,0.0,,2025-10-14T10:59:55.880616,,,,,,,,
user_00932,view,pkg_0195,32.9,0.0,,2025-10-07T04:56:17.389200,,,,,,,,
user_00262,message,,,,,2025-11-12T22:59:27.916196,,,,,,educ_0028,4.0,2025-11-12T22:59:27.916196
user_00092,message,,,,,2025-10-18T16:21:57.599159,,,,,,educ_0008,6.0,2025-10-18T16:21:57.599159
user_00323,view,pkg_0404,28.3,0.0,,2025-07-26T15:09:22.199869,,,,,,,,
user_00010,view,pkg_0330,58.9,0.0,,2025-05-27T13:37:58.380660,,,,,,,,
user_00156,view,pkg_0410,37.3,0.0,,2025-06-22T10:08:36.565758,,,,,,,,
user_00929,view,pkg_0381,53.0,0.0,,2025-06-17T22:59:32.543262,,,,,,,,
user_00213,view,pkg_0483,37.0,0.0,,2025-08-30T05:37:48.132113,,,,,,,,
user_00858,click,pkg_0133,6.6,0.0,,2025-08-16T09:18:56.597548,,,,,,,,
user_00734,view,pkg_0017,34.9,0.0,,2025-06-11T05:17:47.317857,,,,,,,,
user_00072,view,pkg_0124,20.1,0.0,,2025-10-18T15:46:43.358735,,,,,,,,
user_00541,click,pkg_0417,30.5,0.0,,2025-09-04T13:48:51.542449,,,,,,,,
user_00016,click,pkg_0365,41.3,0.0,,2025-06-26T19:24:02.508308,,,,,,,,
user_00344,rating,pkg_0131,,,,2025-06-18T09:12:05.594123,,,,3.5,Not what I expected,,,
user_00628,click,pkg_0428,9.6,0.0,,2025-08-11T13:19:44.267697,,,,,,,,
user_00760,click,pkg_0433,28.9,0.0,,2025-08-20T14:28:37.234455,,,,,,,,
user_00487,view,pkg_0213,58.2,0.0,,2025-08-25T06:53:19.891608,,,,,,,,
user_00761,message,,,,,2025-11-02T18:40:16.558264,,,,,,educ_0103,4.0,2025-11-02T18:40:16.558264
user_00210,view,pkg_0357,46.3,0.0,,2025-08-17T20:47:21.919123,,,,,,,,
user_00600,view,pkg_0365,16.7,0.0,,2025-07-21T16:43:58.630632,,,,,,,,
user_00234,start_booking,pkg_0368,10.0,0.0,30.0,2025-08-11T04:51:24.500479,,,,,,,,
user_00055,search,,,,,2025-05-29T02:01:40.546915,programming basics,"{""subject"": ""History"", ""level"": ""Intermediate"", ""language"": ""es"", ""priceRange"": ""50-100""}",114.0,,,,,
user_00415,message,,,,,2025-10-06T06:01:35.910731,,,,,,educ_0153,5.0,2025-10-06T06:01:35.910731
user_00309,view,pkg_0089,39.4,0.0,,2025-06-12T07:52:06.011924,,,,,,,,
user_00913,click,pkg_0397,13.2,0.0,,2025-11-02T14:17:22.009811,,,,,,,,
user_00909,start_booking,pkg_0087,42.1,0.0,90.0,2025-09-01T09:35:15.321616,,,,,,,,
user_00731,view,pkg_0338,16.4,0.0,,2025-08-07T16:37:21.407876,,,,,,,,
user_00941,view,pkg_0487,44.1,0.0,,2025-11-01T22:57:53.443557,,,,,,,,
user_00099,start_booking,pkg_0428,33.9,0.0,90.0,2025-07-27T06:56:32.342401,,,,,,,,
user_00983,search,,,,,2025-11-03T05:47:17.456355,math tutoring,"{""subject"": ""Mathematics"", ""level"": ""Intermediate"", ""language"": ""es"", ""priceRange"": ""0-20""}",29.0,,,,,
user_00427,search,,,,,2025-07-19T18:12:05.650219,physics lessons,"{""subject"": ""Physics"", ""level"": ""Beginner"", ""language"": ""fr"", ""priceRange"": ""20-50""}",15.0,,,,,
user_00777,view,pkg_0448,55.5,0.0,,2025-07-30T22:02:33.012766,,,,,,,,
user_00218,message,,,,,2025-10-20T07:15:03.111505,,,,,,educ_0023,6.0,2025-10-20T07:15:03.111505
user_00190,view,pkg_0287,42.1,0.0,,2025-11-22T21:34:12.163834,,,,,,,,
user_00995,click,pkg_0324,13.1,0.0,,2025-08-16T19:35:51.854214,,,,,,,,
user_00249,view,pkg_0282,58.3,0.0,,2025-11-10T01:03:51.093330,,,,,,,,
user_00774,view,pkg_0315,27.5,0.0,,2025-08-22T03:44:37.840024,,,,,,,,
user_00416,view,pkg_0467,44.5,0.0,,2025-05-30T06:54:39.714622,,,,,,,,
user_00209,view,pkg_0236,8.5,0.0,,2025-07-04T12:05:57.745333,,,,,,,,
user_00315,view,pkg_0394,44.5,0.0,,2025-10-22T07:27:17.728283,,,,,,,,
user_00850,search,,,,,2025-09-26T21:25:10.539473,design portfolio,"{""subject"": ""Mathematics"", ""level"": ""Intermediate"", ""language"": ""en"", ""priceRange"": ""20-50""}",124.0,,,,,
user_00533,click,pkg_0471,44.2,0.0,,2025-08-29T17:38:34.789895,,,,,,,,
user_00783,view,pkg_0019,32.4,0.0,,2025-10-19T04:14:22.491641,,,,,,,,
user_00861,click,pkg_0140,32.8,0.0,,2025-09-30T22:28:33.114105,,,,,,,,
user_00609,view,pkg_0277,29.2,0.0,,2025-09-28T19:27:36.152153,,,,,,,,
user_00420,message,,,,,2025-06-27T07:43:34.884075,,,,,,educ_0020,4.0,2025-06-27T07:43:34.884075
user_00818,view,pkg_0163,29.3,0.0,,2025-10-29T11:17:29.761208,,,,,,,,
user_00438,view,pkg_0258,10.7,0.0,,2025-07-30T09:20:04.473287,,,,,,,,
user_00601,view,pkg_0100,21.9,0.0,,2025-08-20T08:59:51.676639,,,,,,,,
user_00784,view,pkg_0204,38.6,0.0,,2025-06-22T06:24:57.814990,,,,,,,,
user_00232,search,,,,,2025-06-18T11:25:40.598861,english conversation,"{""subject"": ""Chemistry"", ""level"": ""Intermediate"", ""language"": ""de"", ""priceRange"": ""20-50""}",61.0,,,,,
user_00011,view,pkg_0386,47.6,0.0,,2025-10-02T02:22:47.578414,,,,,,,,
user_00265,click,pkg_0045,28.8,0.0,,2025-06-02T16:08:48.211439,,,,,,,,
user_00352,view,pkg_0189,11.7,0.0,,2025-06-22T10:10:36.302907,,,,,,,,
user_00351,click,pkg_0032,44.6,0.0,,2025-07-02T00:15:26.977616,,,,,,,,
user_00367,booking,pkg_0308,56.2,1.0,45.0,2025-10-31T23:37:36.663693,,,,,,,,
user_00140,view,pkg_0077,34.3,0.0,,2025-07-07T17:21:27.075919,,,,,,,,
user_00364,click,pkg_0239,12.7,0.0,,2025-06-24T20:37:38.836577,,,,,,,,
user_00806,booking,pkg_0096,23.5,1.0,120.0,2025-10-20T04:38:36.302676,,,,,,,,
user_00213,search,,,,,2025-07-07T09:57:40.452396,math tutoring,"{""subject"": ""Mathematics"", ""level"": ""Advanced"", ""language"": ""es"", ""priceRange"": ""50-100""}",36.0,,,,,
user_00671,view,pkg_0006,19.7,0.0,,2025-11-10T16:11:33.837055,,,,,,,,
user_00196,view,pkg_0274,20.5,0.0,,2025-10-11T00:19:55.983500,,,,,,,,
user_00409,click,pkg_0457,35.1,0.0,,2025-11-16T15:32:19.563091,,,,,,,,
user_00945,search,,,,,2025-08-18T07:47:37.689032,math tutoring,"{""subject"": ""Art"", ""level"": ""Intermediate"", ""language"": ""fr"", ""priceRange"": ""100+""}",138.0,,,,,
user_00017,message,,,,,2025-09-21T01:50:08.057164,,,,,,educ_0175,6.0,2025-09-21T01:50:08.057164
user_00366,view,pkg_0189,31.9,0.0,,2025-10-04T22:42:11.652811,,,,,,,,
user_00714,view,pkg_0223,20.9,0.0,,2025-07-05T21:28:30.023658,,,,,,,,
user_00331,view,pkg_0332,58.3,0.0,,2025-06-22T05:45:43.499564,,,,,,,,
user_00992,view,pkg_0135,44.9,0.0,,2025-08-28T15:00:31.547972,,,,,,,,
user_00136,view,pkg_0114,38.2,0.0,,2025-09-03T23:08:08.937984,,,,,,,,
user_00629,message,,,,,2025-08-19T12:32:48.257322,,,,,,educ_0129,2.0,2025-08-19T12:32:48.257322
user_00083,click,pkg_0388,37.0,0.0,,2025-05-30T12:15:45.142080,,,,,,,,
